cx_q2,Question Placement,Web,Dealership
"Ahmed, forgive me id I spelled name incorrectly, was and is amazing ! He is simply the best !",Begin of Survey,FALSE,FALSE
Really friendly.,End of Survey,FALSE,TRUE
"Mr. Bates, the salesperson contacted me immediately. He was informative and willing to help.",Begin of Survey,FALSE,TRUE
Very professional and trustworthy Salesman,Begin of Survey,FALSE,TRUE
Quick responce,Begin of Survey,FALSE,TRUE
All my questions were answered.,End of Survey,FALSE,TRUE
Gave me the information and more that i asked for,End of Survey,FALSE,FALSE
I have received information in an expedient manner,End of Survey,FALSE,FALSE
I need information so I can make a decision not to be pressured,End of Survey,FALSE,FALSE
Is not all true on the web,End of Survey,TRUE,FALSE
"Very prompt at getting back to me.  Also, rep is looking for comparable vehicle for me to test drive.",Begin of Survey,FALSE,TRUE
Fast response,End of Survey,FALSE,TRUE
no reason,End of Survey,FALSE,FALSE
Nothing is perfect,End of Survey,FALSE,FALSE
"Received a call from Hastings.  Eventually, bought a C-Max",Begin of Survey,FALSE,FALSE
"DeSoto went above and beyond to help us with the purchase of our Explorer.  John Roberts is an excellent addition to the team and went above and beyond what was expected to make sure we purchased the vehicle we desired, and then made sure we understood the equipment in the explorer.",Begin of Survey,FALSE,FALSE
Everything was great and easy to use,Begin of Survey,FALSE,FALSE
I didn't get very far in the process.,End of Survey,FALSE,FALSE
I was contacted in 24 hours or less. I found out there was a difference between the way the vehicle was advertised and the real cost. Sort of put a damper on the buying experience.,Begin of Survey,FALSE,TRUE
If I had been able to respond to the text I am sure it would have been excellent,End of Survey,FALSE,TRUE
The sales rep has been very helpful,Begin of Survey,FALSE,TRUE
Very timely response.  Open and honest answers.  No stock on hand.  Bought a Ford from another dealer - only after attempting to at my local dealer.  All good.,Begin of Survey,FALSE,TRUE
Customer service,Begin of Survey,FALSE,FALSE
Quick communication,Begin of Survey,FALSE,FALSE
"Dealer did not carry vehicle I was lookingfor, but was very informitave about why they do not stock the car I want.",Begin of Survey,FALSE,TRUE
I did not want any one dearler to report back you me. just wanted see want was out thier,Begin of Survey,FALSE,TRUE
NA,End of Survey,FALSE,FALSE
It was very good.,Begin of Survey,FALSE,FALSE
The dealer never contacted me. Whats the point of having on-line service if you don't contact a potential customer?,End of Survey,TRUE,TRUE
They responded quickly,Begin of Survey,FALSE,TRUE
Happy with the results,Begin of Survey,FALSE,FALSE
I have not made contact yet. The ball is in my court.,End of Survey,FALSE,FALSE
Was contacted immediately,Begin of Survey,FALSE,TRUE
I just wanted an idea of what was in inventory and what the price would be,Begin of Survey,FALSE,FALSE
"quick reply, easy to understand",Begin of Survey,FALSE,TRUE
I thought my service was good.  I emailed for a price and received a price within 10-15 minutes with a nice response written.,Begin of Survey,FALSE,TRUE
Jared has answered all the questions I have asked and has been very professional .,End of Survey,FALSE,TRUE
Polite contact,Begin of Survey,FALSE,TRUE
I got a call quickly and the woman I spoke with was very helpful and not pushy at all.,Begin of Survey,FALSE,TRUE
They responded about my inquiry multiple times via email and phone,End of Survey,FALSE,TRUE
IT WASNOT BAD,End of Survey,FALSE,FALSE
No option to send direct message to dealer,End of Survey,FALSE,TRUE
??,End of Survey,FALSE,FALSE
timely,End of Survey,FALSE,FALSE
Tanner Nguyen made the experience of buying the vehicle pleasant and as hassle free as possible.,Begin of Survey,FALSE,FALSE
all good,Begin of Survey,FALSE,FALSE
"Because the actually returned the email in the first place most outfits never respond, or if they do they give you a run around...",Begin of Survey,FALSE,TRUE
I was in and out in less than 2 hours. Zero hassle,End of Survey,FALSE,FALSE
"Easy, great experience",End of Survey,FALSE,FALSE
I had an online evaluation to see how much they would offer for my car as a trade in and went in to speak with Pedro Gonzalez and he let me test drive the car and was very helpful. Better than any other dealer in the valley,Begin of Survey,TRUE,TRUE
pete was a great help in choosing a truck,End of Survey,FALSE,FALSE
fast,End of Survey,FALSE,FALSE
too many dealers calling me too often,End of Survey,FALSE,TRUE
Quick response with the info that I requested,End of Survey,FALSE,TRUE
Got all the info I needed,Begin of Survey,FALSE,FALSE
no one has contacted me,End of Survey,FALSE,TRUE
"Prices shown are deceiving, the dealer price given online isn't the actual price the dealer will sell it to you. You have to qualify for all the pricing options. Really turns me away.",End of Survey,TRUE,TRUE
Response was timely. good talk but overall not wow at all.,Begin of Survey,FALSE,TRUE
Surprised by the quick response. Business hours from what I could determine had not even started or should have for another 30 min,End of Survey,FALSE,TRUE
lincoln and ford got right back to me,Begin of Survey,FALSE,FALSE
"You need to give me, the customer, the option to have the dealership contact me. DON'T ASSUME THE CUSTOMER WANTS TO BE CONTACTED. In this case, I (the customer) did not want to be contacted in any way, shape, or form. However, within 15 minutes of getting the price of the vehicle I was attempting to get cost information on, I had two emails, a text, and a voicemail from Prestige Ford. Next time, I'll go to KBB to get the pricing information I'm interested in.",Begin of Survey,FALSE,TRUE
no car,End of Survey,FALSE,FALSE
Received a reply,End of Survey,FALSE,TRUE
Prompt return call and took information on what I wanted and how soon I needed.,Begin of Survey,FALSE,TRUE
"Looking to get info on price and availability.Person couldn't;t answer questions about trucks, had to get someone else and they only told me about one but when I check the internet inventory the dealership had 5.",Begin of Survey,TRUE,TRUE
I was contacted promptly,Begin of Survey,FALSE,TRUE
All needs were met and in a timely manner,Begin of Survey,FALSE,FALSE
no,Begin of Survey,FALSE,FALSE
I was contacted immediately and closes the deal the next day.,Begin of Survey,FALSE,TRUE
Dealer contacted me within an hour.My Ranger was ordered the next day.Can not get any better than that.,Begin of Survey,FALSE,TRUE
Great service. Easy to work with. Friendly staff,Begin of Survey,FALSE,TRUE
"I was contacted in 2 days.I had to go on emergency travel,for week for 30 days.I did email back and let them know,once I return.",Begin of Survey,FALSE,TRUE
the entire process was flawless.,End of Survey,FALSE,FALSE
All info previously stated,End of Survey,FALSE,FALSE
"Timely, professional and friendly follow up and answered my questions about possibly purchasing a car.",End of Survey,FALSE,TRUE
They contacted me right away and very helpful,Begin of Survey,FALSE,TRUE
Good quick nice help,Begin of Survey,FALSE,FALSE
"Thought there was a bit of a delay in responding.  I got auto emails, but not a live person for a day or so.",Begin of Survey,FALSE,TRUE
I don't want to be called and insulted for not paying $25k over.,End of Survey,FALSE,TRUE
"Contacted very quickly, stopped in and test drove the car; however, in the email exhange it was made to seem as if the price I would pay was much different than when I went into the dealership and actually ran numbers. I felt misled just to get me to the dealership.",Begin of Survey,FALSE,TRUE
Still no information as of this date,End of Survey,FALSE,FALSE
Please review my email chain on the dealers system for specifics.  The rep was not up front with me regarding the vehicle and I am entirely too busy to play games.,End of Survey,FALSE,TRUE
I had at least 4 responses and the opportunity to gather info from each,Begin of Survey,FALSE,TRUE
Great response time and no hassling of 50 dam phone calls,End of Survey,FALSE,TRUE
I have still yet to recieve any kind of quote for me,End of Survey,TRUE,FALSE
I didn?t get the vehicle I wanted,End of Survey,FALSE,FALSE
Very slow response and no speed in getting info,Begin of Survey,FALSE,TRUE
Never received the photographs of the truck I request as on the website it only has stock photos,Begin of Survey,TRUE,FALSE
"Easy to request a quote for a trade in, and salesman contacted me shortly afterward.",Begin of Survey,TRUE,TRUE
"The dealer responded promptly, within two hours.",Begin of Survey,FALSE,TRUE
Quick and concise.,End of Survey,FALSE,FALSE
Still have not been contacted,End of Survey,FALSE,TRUE
Dan Marshall was very helpful. Explain things so I could understand and not feel like a dumb person who didn't know what i wanted.,Begin of Survey,FALSE,TRUE
"I felt misled as the consumer. I told the sales associate my budget and trade information, was told he thought he could make it work, and when it was all said and done, the price was 150 over my budget per month. I felt I wasted my time driving an hour to this dealership.",End of Survey,FALSE,TRUE
Better service,End of Survey,FALSE,FALSE
No issues quick service,End of Survey,FALSE,FALSE
Good conversation. Felt comfortable.,Begin of Survey,FALSE,FALSE
"I was contacted by my local dealer and also received an email from Ford Credit, but I was attempting to get an on-line quote. Perhaps the ""internet quote"" button should actually say ""dealer contact""",Begin of Survey,TRUE,TRUE
It was just good.,Begin of Survey,FALSE,FALSE
the person was pleasant,End of Survey,FALSE,TRUE
No response from the dealer yet whereas the website said I would be contacted within 24 hours,End of Survey,TRUE,TRUE
Because I was not able to communicate by email.,End of Survey,FALSE,FALSE
"I felt like the sales manager was dishonest.  I have an email from him acknowledging a certain value for my trade, but when I asked for a transaction total with taxes, he values my trade at $4500 less.",Begin of Survey,FALSE,TRUE
Sales mgr called & emailed what he could asap,End of Survey,FALSE,TRUE
Received an email and a phone call.,Begin of Survey,FALSE,TRUE
great response and answers to questions I HAD,Begin of Survey,FALSE,TRUE
I was able to find what I was looking for pretty quickly.,Begin of Survey,FALSE,FALSE
Your team was very responsive.  In doing so they were professional and did not attempt to place any pressure on me regarding a buying decision.,Begin of Survey,FALSE,TRUE
