cx_q2,cx_flag,Question Placement,Web,Dealership
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Came to dealership walked around found the vehicle in the a plan we wanted no one approached us for help,1,End of Survey,FALSE,TRUE
Timely response,1,End of Survey,FALSE,TRUE
i got  what wanted,2,Begin of Survey,FALSE,FALSE
"The sales manager just wanted to sell cars on his lot, not find the vehicle I wanted.",1,End of Survey,FALSE,TRUE
I bought a car,1,End of Survey,FALSE,FALSE
dealer had no idea about the car I was interested in,1,End of Survey,FALSE,TRUE
All expectations were met.,1,End of Survey,FALSE,FALSE
There were no difficulties and instruictions were clear.,1,End of Survey,FALSE,FALSE
they call me and asked me what I was looking for.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
dealership followed up with me. nothing spectacular,2,Begin of Survey,FALSE,TRUE
I requested information from Pines Ford and they never responded.,1,End of Survey,FALSE,TRUE
I  have never been contacted,1,End of Survey,FALSE,TRUE
It was nothing special:,2,Begin of Survey,FALSE,FALSE
I walked around lot on Sunday and reply to a price quote and have been talking or texting to Chris,2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
non personal.  I was just searching,1,End of Survey,TRUE,TRUE
Everyone is a pleasure to deal with. Cavalier Ford had the car I needed.  I have been extremely pleased with the service I have received.  I would highly rate your dealership!!,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The response was very quick and they followed up several times to questions I had,2,Begin of Survey,FALSE,TRUE
"Chris fyfe always goes above and beyond to help me out, great guy",2,Begin of Survey,FALSE,FALSE
Royce gave the information I requested without a bunch of BS,1,End of Survey,FALSE,FALSE
All questions were answered,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
It worked,2,Begin of Survey,FALSE,FALSE
Emailed for a price and got generic emails in return.... emailed another ford dealer the same day and got a price in 20 min,1,End of Survey,FALSE,TRUE
Never contacted.,1,End of Survey,FALSE,TRUE
quick response,1,End of Survey,FALSE,TRUE
Got no call back,1,End of Survey,FALSE,TRUE
"I received an email then tried calling the contact indicated, left a message to call me back. That was on /23/18. Still waiting.",1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Very good is high there?s always room for improvement. Although the team here was great to work with.,1,End of Survey,FALSE,FALSE
"Jeff Vazquez was quick to respond with all the information I specifically requested and didn't bombard me with additional mess I didn't inquire about.  He was an amazing car sales representative; he truly didn't fit the mold of what is deemed ""a car salesman"" that everyone dreads when purchasing a car.",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
They listen,1,End of Survey,FALSE,FALSE
Sales Rep was very helpful!,2,Begin of Survey,FALSE,TRUE
Response was prompt and courteous.  Price is response was $2k higher than with on line price advertised.,2,Begin of Survey,FALSE,TRUE
Couldn't get an answer for out the door price on a certain stock number.,1,End of Survey,FALSE,FALSE
THE FACT THEY GOT RIGHT BACK TI ME,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Very easy to submit a request and dealer representative contacted me within minutes of my request.,2,Begin of Survey,TRUE,TRUE
got back within 48 hours,2,Begin of Survey,FALSE,FALSE
"I filled out all the information online, and then when I went into the dealership, the truck I looked at was ""sold earlier in the day"", and we went through the entire process as if I hadn't actually done anything online, complete with the negotiations on pricing.",2,Begin of Survey,TRUE,TRUE
"I got the info I asked for, it just didn?t work out for me",1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The internet gal that called me back was GREAT.....the sales guy not so much,1,End of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
Because I hoped to be able to get online much further without a personal interaction.,1,End of Survey,TRUE,TRUE
It was hard to see all the options that were on some of the vehicles,1,End of Survey,FALSE,FALSE
quick response,1,End of Survey,FALSE,TRUE
Im always leary of getting taken,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
It was good,1,End of Survey,FALSE,FALSE
Promo reply and follow-ups,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Salesman worked very hard to find the perfect vehicle with all the features we desired.,2,Begin of Survey,FALSE,TRUE
Representatives are slightly obnoxious when contacting too persistently,2,Begin of Survey,FALSE,TRUE
The online salesman was nice in the beginning. Gave me a quote I was excited about. Then retracted his quote andvsaid that the sat I had driven was sold.,2,Begin of Survey,TRUE,TRUE
The dealer provided a quote on a timely basis,2,Begin of Survey,TRUE,TRUE
"they just sent a bunch of emails, stated they would call but never did.",2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Quick initial response,2,Begin of Survey,FALSE,TRUE
Dillon was very helpful and prompt and answered all of our questions quickly and accurately. He went out of his way to get us in to see a vehicle.,2,Begin of Survey,FALSE,TRUE
Annette the sales lady was very nice,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I have already purchased a new vehicle Thank you for time.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I got my question answered,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
that is what I felt it deserved,2,Begin of Survey,FALSE,FALSE
Ease,2,Begin of Survey,FALSE,FALSE
"I was looking to purchase the vehicle communicating on line, I started to negotiate but didn?t feel like the dealer want to. The truck has been sitting on the lot since the end of March. I figured if they didn?t want to work a deal and be aggressive then this wasn?t the dealership I was going to work with.",2,Begin of Survey,FALSE,TRUE
I was responded to very quickly,2,Begin of Survey,FALSE,TRUE
Because of the time I saved doing a physical search! Able to determine which features each vehicle had so when I arrived at the dealership I knew which one I wanted to see.,1,End of Survey,TRUE,TRUE
I can see that I would have excellent service from this representative in the future.,1,End of Survey,FALSE,TRUE
I brough the truck,2,Begin of Survey,FALSE,FALSE
Jeff at Fischer AutoNation responded immediately,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
It was easy,1,End of Survey,FALSE,FALSE
Wendy replied to my email very quickly.,1,End of Survey,FALSE,TRUE
dependable,2,Begin of Survey,FALSE,FALSE
"Smooth, no pressure transaction",1,End of Survey,FALSE,FALSE
"Did not receive any ""ball park"" information via email before our appointment at the dealership and when we arrive the dealership staff had no idea about our number or our name.",1,End of Survey,FALSE,TRUE
Extremely fast response considering it was on Sunday,1,End of Survey,FALSE,TRUE
It was quick ... I would have preferred time to review before it was sent to the dealership as I'm sure I sent quite a few requests that were duplicated. Overall it turned out fine.,1,End of Survey,FALSE,TRUE
The gentleman was in high pressured answered my questions and responded within the hour,1,End of Survey,FALSE,TRUE
they wanted to sell me a truck for over $20K more than the MSRP,2,Begin of Survey,FALSE,FALSE
the service as good,2,Begin of Survey,FALSE,FALSE
Have not heard back yet been 3 days,1,End of Survey,FALSE,FALSE
"Ahmed, forgive me id I spelled name incorrectly, was and is amazing ! He is simply the best !",2,Begin of Survey,FALSE,FALSE
Really friendly.,1,End of Survey,FALSE,TRUE
"Mr. Bates, the salesperson contacted me immediately. He was informative and willing to help.",2,Begin of Survey,FALSE,TRUE
Very professional and trustworthy Salesman,2,Begin of Survey,FALSE,TRUE
Quick responce,2,Begin of Survey,FALSE,TRUE
All my questions were answered.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Gave me the information and more that i asked for,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I have received information in an expedient manner,1,End of Survey,FALSE,FALSE
I need information so I can make a decision not to be pressured,1,End of Survey,FALSE,FALSE
Is not all true on the web,1,End of Survey,TRUE,FALSE
"Very prompt at getting back to me.  Also, rep is looking for comparable vehicle for me to test drive.",2,Begin of Survey,FALSE,TRUE
Fast response,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
no reason,1,End of Survey,FALSE,FALSE
Nothing is perfect,1,End of Survey,FALSE,FALSE
"Received a call from Hastings.  Eventually, bought a C-Max",2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"DeSoto went above and beyond to help us with the purchase of our Explorer.  John Roberts is an excellent addition to the team and went above and beyond what was expected to make sure we purchased the vehicle we desired, and then made sure we understood the equipment in the explorer.",2,Begin of Survey,FALSE,FALSE
Everything was great and easy to use,2,Begin of Survey,FALSE,FALSE
I didn't get very far in the process.,1,End of Survey,FALSE,FALSE
I was contacted in 24 hours or less. I found out there was a difference between the way the vehicle was advertised and the real cost. Sort of put a damper on the buying experience.,2,Begin of Survey,FALSE,TRUE
If I had been able to respond to the text I am sure it would have been excellent,1,End of Survey,FALSE,TRUE
The sales rep has been very helpful,2,Begin of Survey,FALSE,TRUE
Very timely response.  Open and honest answers.  No stock on hand.  Bought a Ford from another dealer - only after attempting to at my local dealer.  All good.,2,Begin of Survey,FALSE,TRUE
Customer service,2,Begin of Survey,FALSE,FALSE
Quick communication,2,Begin of Survey,FALSE,FALSE
"Dealer did not carry vehicle I was lookingfor, but was very informitave about why they do not stock the car I want.",2,Begin of Survey,FALSE,TRUE
I did not want any one dearler to report back you me. just wanted see want was out thier,2,Begin of Survey,FALSE,TRUE
NA,1,End of Survey,FALSE,FALSE
It was very good.,2,Begin of Survey,FALSE,FALSE
The dealer never contacted me. Whats the point of having on-line service if you don't contact a potential customer?,1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
They responded quickly,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Happy with the results,2,Begin of Survey,FALSE,FALSE
I have not made contact yet. The ball is in my court.,1,End of Survey,FALSE,FALSE
Was contacted immediately,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
I just wanted an idea of what was in inventory and what the price would be,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"quick reply, easy to understand",2,Begin of Survey,FALSE,TRUE
I thought my service was good.  I emailed for a price and received a price within 10-15 minutes with a nice response written.,2,Begin of Survey,FALSE,TRUE
Jared has answered all the questions I have asked and has been very professional .,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Polite contact,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I got a call quickly and the woman I spoke with was very helpful and not pushy at all.,2,Begin of Survey,FALSE,TRUE
They responded about my inquiry multiple times via email and phone,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
IT WASNOT BAD,1,End of Survey,FALSE,FALSE
No option to send direct message to dealer,1,End of Survey,FALSE,TRUE
??,1,End of Survey,FALSE,FALSE
timely,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Tanner Nguyen made the experience of buying the vehicle pleasant and as hassle free as possible.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
all good,2,Begin of Survey,FALSE,FALSE
"Because the actually returned the email in the first place most outfits never respond, or if they do they give you a run around...",2,Begin of Survey,FALSE,TRUE
I was in and out in less than 2 hours. Zero hassle,1,End of Survey,FALSE,FALSE
"Easy, great experience",1,End of Survey,FALSE,FALSE
I had an online evaluation to see how much they would offer for my car as a trade in and went in to speak with Pedro Gonzalez and he let me test drive the car and was very helpful. Better than any other dealer in the valley,2,Begin of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
pete was a great help in choosing a truck,1,End of Survey,FALSE,FALSE
fast,1,End of Survey,FALSE,FALSE
too many dealers calling me too often,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Quick response with the info that I requested,1,End of Survey,FALSE,TRUE
Got all the info I needed,2,Begin of Survey,FALSE,FALSE
